文件,节点类型,键,值,desc文本,行号,命名空间
objects.svg.2025_11_06_23_23_07.0.svg,rect,name,apartment1_1st_floor,"name = apartment1_1st_floor; sequence = apartment1_1st_floor_door_wide1_l; apartment1_1st_floor_door_wide1_r; sequence = apartment1_1st_floor_door_wide1_l; apartment1_1st_floor_door_wide1_r; sequence = apartment1_1st_floor_window; sequence = apartment1_1st_floor_window; sequence = apartment1_1st_floor_window; sequence = apartment1_1st_floor_empty; sequence = apartment1_1st_floor_empty; sequence = apartment1_1st_floor_window; apartment1_1st_floor_empty;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,sequence,apartment1_1st_floor_door_wide1_l; apartment1_1st_floor_door_wide1_r,"name = apartment1_1st_floor; sequence = apartment1_1st_floor_door_wide1_l; apartment1_1st_floor_door_wide1_r; sequence = apartment1_1st_floor_door_wide1_l; apartment1_1st_floor_door_wide1_r; sequence = apartment1_1st_floor_window; sequence = apartment1_1st_floor_window; sequence = apartment1_1st_floor_window; sequence = apartment1_1st_floor_empty; sequence = apartment1_1st_floor_empty; sequence = apartment1_1st_floor_window; apartment1_1st_floor_empty;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,sequence,apartment1_1st_floor_door_wide1_l; apartment1_1st_floor_door_wide1_r,"name = apartment1_1st_floor; sequence = apartment1_1st_floor_door_wide1_l; apartment1_1st_floor_door_wide1_r; sequence = apartment1_1st_floor_door_wide1_l; apartment1_1st_floor_door_wide1_r; sequence = apartment1_1st_floor_window; sequence = apartment1_1st_floor_window; sequence = apartment1_1st_floor_window; sequence = apartment1_1st_floor_empty; sequence = apartment1_1st_floor_empty; sequence = apartment1_1st_floor_window; apartment1_1st_floor_empty;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,sequence,apartment1_1st_floor_window,"name = apartment1_1st_floor; sequence = apartment1_1st_floor_door_wide1_l; apartment1_1st_floor_door_wide1_r; sequence = apartment1_1st_floor_door_wide1_l; apartment1_1st_floor_door_wide1_r; sequence = apartment1_1st_floor_window; sequence = apartment1_1st_floor_window; sequence = apartment1_1st_floor_window; sequence = apartment1_1st_floor_empty; sequence = apartment1_1st_floor_empty; sequence = apartment1_1st_floor_window; apartment1_1st_floor_empty;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,sequence,apartment1_1st_floor_window,"name = apartment1_1st_floor; sequence = apartment1_1st_floor_door_wide1_l; apartment1_1st_floor_door_wide1_r; sequence = apartment1_1st_floor_door_wide1_l; apartment1_1st_floor_door_wide1_r; sequence = apartment1_1st_floor_window; sequence = apartment1_1st_floor_window; sequence = apartment1_1st_floor_window; sequence = apartment1_1st_floor_empty; sequence = apartment1_1st_floor_empty; sequence = apartment1_1st_floor_window; apartment1_1st_floor_empty;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,sequence,apartment1_1st_floor_window,"name = apartment1_1st_floor; sequence = apartment1_1st_floor_door_wide1_l; apartment1_1st_floor_door_wide1_r; sequence = apartment1_1st_floor_door_wide1_l; apartment1_1st_floor_door_wide1_r; sequence = apartment1_1st_floor_window; sequence = apartment1_1st_floor_window; sequence = apartment1_1st_floor_window; sequence = apartment1_1st_floor_empty; sequence = apartment1_1st_floor_empty; sequence = apartment1_1st_floor_window; apartment1_1st_floor_empty;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,sequence,apartment1_1st_floor_empty,"name = apartment1_1st_floor; sequence = apartment1_1st_floor_door_wide1_l; apartment1_1st_floor_door_wide1_r; sequence = apartment1_1st_floor_door_wide1_l; apartment1_1st_floor_door_wide1_r; sequence = apartment1_1st_floor_window; sequence = apartment1_1st_floor_window; sequence = apartment1_1st_floor_window; sequence = apartment1_1st_floor_empty; sequence = apartment1_1st_floor_empty; sequence = apartment1_1st_floor_window; apartment1_1st_floor_empty;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,sequence,apartment1_1st_floor_empty,"name = apartment1_1st_floor; sequence = apartment1_1st_floor_door_wide1_l; apartment1_1st_floor_door_wide1_r; sequence = apartment1_1st_floor_door_wide1_l; apartment1_1st_floor_door_wide1_r; sequence = apartment1_1st_floor_window; sequence = apartment1_1st_floor_window; sequence = apartment1_1st_floor_window; sequence = apartment1_1st_floor_empty; sequence = apartment1_1st_floor_empty; sequence = apartment1_1st_floor_window; apartment1_1st_floor_empty;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,sequence,apartment1_1st_floor_window; apartment1_1st_floor_empty,"name = apartment1_1st_floor; sequence = apartment1_1st_floor_door_wide1_l; apartment1_1st_floor_door_wide1_r; sequence = apartment1_1st_floor_door_wide1_l; apartment1_1st_floor_door_wide1_r; sequence = apartment1_1st_floor_window; sequence = apartment1_1st_floor_window; sequence = apartment1_1st_floor_window; sequence = apartment1_1st_floor_empty; sequence = apartment1_1st_floor_empty; sequence = apartment1_1st_floor_window; apartment1_1st_floor_empty;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,name,apartment1_1st_floor_empty,"name = apartment1_1st_floor_empty; sequence = apartment1_1st_floor_empty; sequence = apartment1_1st_floor_empty; sequence = apartment1_1st_floor_empty; sequence = apartment1_1st_floor_empty; sequence = apartment1_1st_floor_window; sequence = apartment1_1st_floor_door; sequence = apartment1_1st_floor_poster_wide1_l; apartment1_1st_floor_poster_wide1_r;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,sequence,apartment1_1st_floor_empty,"name = apartment1_1st_floor_empty; sequence = apartment1_1st_floor_empty; sequence = apartment1_1st_floor_empty; sequence = apartment1_1st_floor_empty; sequence = apartment1_1st_floor_empty; sequence = apartment1_1st_floor_window; sequence = apartment1_1st_floor_door; sequence = apartment1_1st_floor_poster_wide1_l; apartment1_1st_floor_poster_wide1_r;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,sequence,apartment1_1st_floor_empty,"name = apartment1_1st_floor_empty; sequence = apartment1_1st_floor_empty; sequence = apartment1_1st_floor_empty; sequence = apartment1_1st_floor_empty; sequence = apartment1_1st_floor_empty; sequence = apartment1_1st_floor_window; sequence = apartment1_1st_floor_door; sequence = apartment1_1st_floor_poster_wide1_l; apartment1_1st_floor_poster_wide1_r;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,sequence,apartment1_1st_floor_empty,"name = apartment1_1st_floor_empty; sequence = apartment1_1st_floor_empty; sequence = apartment1_1st_floor_empty; sequence = apartment1_1st_floor_empty; sequence = apartment1_1st_floor_empty; sequence = apartment1_1st_floor_window; sequence = apartment1_1st_floor_door; sequence = apartment1_1st_floor_poster_wide1_l; apartment1_1st_floor_poster_wide1_r;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,sequence,apartment1_1st_floor_empty,"name = apartment1_1st_floor_empty; sequence = apartment1_1st_floor_empty; sequence = apartment1_1st_floor_empty; sequence = apartment1_1st_floor_empty; sequence = apartment1_1st_floor_empty; sequence = apartment1_1st_floor_window; sequence = apartment1_1st_floor_door; sequence = apartment1_1st_floor_poster_wide1_l; apartment1_1st_floor_poster_wide1_r;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,sequence,apartment1_1st_floor_window,"name = apartment1_1st_floor_empty; sequence = apartment1_1st_floor_empty; sequence = apartment1_1st_floor_empty; sequence = apartment1_1st_floor_empty; sequence = apartment1_1st_floor_empty; sequence = apartment1_1st_floor_window; sequence = apartment1_1st_floor_door; sequence = apartment1_1st_floor_poster_wide1_l; apartment1_1st_floor_poster_wide1_r;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,sequence,apartment1_1st_floor_door,"name = apartment1_1st_floor_empty; sequence = apartment1_1st_floor_empty; sequence = apartment1_1st_floor_empty; sequence = apartment1_1st_floor_empty; sequence = apartment1_1st_floor_empty; sequence = apartment1_1st_floor_window; sequence = apartment1_1st_floor_door; sequence = apartment1_1st_floor_poster_wide1_l; apartment1_1st_floor_poster_wide1_r;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,sequence,apartment1_1st_floor_poster_wide1_l; apartment1_1st_floor_poster_wide1_r,"name = apartment1_1st_floor_empty; sequence = apartment1_1st_floor_empty; sequence = apartment1_1st_floor_empty; sequence = apartment1_1st_floor_empty; sequence = apartment1_1st_floor_empty; sequence = apartment1_1st_floor_window; sequence = apartment1_1st_floor_door; sequence = apartment1_1st_floor_poster_wide1_l; apartment1_1st_floor_poster_wide1_r;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,name,BuildingWhite2Busy,"name = BuildingWhite2Busy; color = stroke; color_variance = 0.02 0.2 0.2; # brick; detail_texture = wall_atlas1.png; detail_texture_atlas_cell = 2 0 8 8 0.0078125 0.0078125; detail_texture_scale = 3 3; detail_cutout_texture = cutout.png; detail_cutout_texture_channel = 1; detail_cutout_texture_scale = 10 10; 1st_floor_1 = apartment1_1st_floor_busy; 1st_floor_2 = apartment1_1st_floor_busy; 1st_floor_3 = apartment1_1st_floor_busy; 1st_floor_4 = apartment1_1st_floor_busy; other_floor_1 = apartment1; other_floor_2 = apartment1; other_floor_3 = apartment1; other_floor_4 = apartment1; roof_color = fill; roof_color_variance = 0 0.1 0.1; roof_texture = wall_atlas1.png; roof_texture_atlas_cell = 1 2 4 4 0.004; roof_texture_scale = 5 5;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,color,stroke,"name = BuildingWhite2Busy; color = stroke; color_variance = 0.02 0.2 0.2; # brick; detail_texture = wall_atlas1.png; detail_texture_atlas_cell = 2 0 8 8 0.0078125 0.0078125; detail_texture_scale = 3 3; detail_cutout_texture = cutout.png; detail_cutout_texture_channel = 1; detail_cutout_texture_scale = 10 10; 1st_floor_1 = apartment1_1st_floor_busy; 1st_floor_2 = apartment1_1st_floor_busy; 1st_floor_3 = apartment1_1st_floor_busy; 1st_floor_4 = apartment1_1st_floor_busy; other_floor_1 = apartment1; other_floor_2 = apartment1; other_floor_3 = apartment1; other_floor_4 = apartment1; roof_color = fill; roof_color_variance = 0 0.1 0.1; roof_texture = wall_atlas1.png; roof_texture_atlas_cell = 1 2 4 4 0.004; roof_texture_scale = 5 5;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,color_variance,0.02 0.2 0.2,"name = BuildingWhite2Busy; color = stroke; color_variance = 0.02 0.2 0.2; # brick; detail_texture = wall_atlas1.png; detail_texture_atlas_cell = 2 0 8 8 0.0078125 0.0078125; detail_texture_scale = 3 3; detail_cutout_texture = cutout.png; detail_cutout_texture_channel = 1; detail_cutout_texture_scale = 10 10; 1st_floor_1 = apartment1_1st_floor_busy; 1st_floor_2 = apartment1_1st_floor_busy; 1st_floor_3 = apartment1_1st_floor_busy; 1st_floor_4 = apartment1_1st_floor_busy; other_floor_1 = apartment1; other_floor_2 = apartment1; other_floor_3 = apartment1; other_floor_4 = apartment1; roof_color = fill; roof_color_variance = 0 0.1 0.1; roof_texture = wall_atlas1.png; roof_texture_atlas_cell = 1 2 4 4 0.004; roof_texture_scale = 5 5;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,detail_texture,wall_atlas1.png,"name = BuildingWhite2Busy; color = stroke; color_variance = 0.02 0.2 0.2; # brick; detail_texture = wall_atlas1.png; detail_texture_atlas_cell = 2 0 8 8 0.0078125 0.0078125; detail_texture_scale = 3 3; detail_cutout_texture = cutout.png; detail_cutout_texture_channel = 1; detail_cutout_texture_scale = 10 10; 1st_floor_1 = apartment1_1st_floor_busy; 1st_floor_2 = apartment1_1st_floor_busy; 1st_floor_3 = apartment1_1st_floor_busy; 1st_floor_4 = apartment1_1st_floor_busy; other_floor_1 = apartment1; other_floor_2 = apartment1; other_floor_3 = apartment1; other_floor_4 = apartment1; roof_color = fill; roof_color_variance = 0 0.1 0.1; roof_texture = wall_atlas1.png; roof_texture_atlas_cell = 1 2 4 4 0.004; roof_texture_scale = 5 5;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,detail_texture_atlas_cell,2 0 8 8 0.0078125 0.0078125,"name = BuildingWhite2Busy; color = stroke; color_variance = 0.02 0.2 0.2; # brick; detail_texture = wall_atlas1.png; detail_texture_atlas_cell = 2 0 8 8 0.0078125 0.0078125; detail_texture_scale = 3 3; detail_cutout_texture = cutout.png; detail_cutout_texture_channel = 1; detail_cutout_texture_scale = 10 10; 1st_floor_1 = apartment1_1st_floor_busy; 1st_floor_2 = apartment1_1st_floor_busy; 1st_floor_3 = apartment1_1st_floor_busy; 1st_floor_4 = apartment1_1st_floor_busy; other_floor_1 = apartment1; other_floor_2 = apartment1; other_floor_3 = apartment1; other_floor_4 = apartment1; roof_color = fill; roof_color_variance = 0 0.1 0.1; roof_texture = wall_atlas1.png; roof_texture_atlas_cell = 1 2 4 4 0.004; roof_texture_scale = 5 5;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,detail_texture_scale,3 3,"name = BuildingWhite2Busy; color = stroke; color_variance = 0.02 0.2 0.2; # brick; detail_texture = wall_atlas1.png; detail_texture_atlas_cell = 2 0 8 8 0.0078125 0.0078125; detail_texture_scale = 3 3; detail_cutout_texture = cutout.png; detail_cutout_texture_channel = 1; detail_cutout_texture_scale = 10 10; 1st_floor_1 = apartment1_1st_floor_busy; 1st_floor_2 = apartment1_1st_floor_busy; 1st_floor_3 = apartment1_1st_floor_busy; 1st_floor_4 = apartment1_1st_floor_busy; other_floor_1 = apartment1; other_floor_2 = apartment1; other_floor_3 = apartment1; other_floor_4 = apartment1; roof_color = fill; roof_color_variance = 0 0.1 0.1; roof_texture = wall_atlas1.png; roof_texture_atlas_cell = 1 2 4 4 0.004; roof_texture_scale = 5 5;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,detail_cutout_texture,cutout.png,"name = BuildingWhite2Busy; color = stroke; color_variance = 0.02 0.2 0.2; # brick; detail_texture = wall_atlas1.png; detail_texture_atlas_cell = 2 0 8 8 0.0078125 0.0078125; detail_texture_scale = 3 3; detail_cutout_texture = cutout.png; detail_cutout_texture_channel = 1; detail_cutout_texture_scale = 10 10; 1st_floor_1 = apartment1_1st_floor_busy; 1st_floor_2 = apartment1_1st_floor_busy; 1st_floor_3 = apartment1_1st_floor_busy; 1st_floor_4 = apartment1_1st_floor_busy; other_floor_1 = apartment1; other_floor_2 = apartment1; other_floor_3 = apartment1; other_floor_4 = apartment1; roof_color = fill; roof_color_variance = 0 0.1 0.1; roof_texture = wall_atlas1.png; roof_texture_atlas_cell = 1 2 4 4 0.004; roof_texture_scale = 5 5;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,detail_cutout_texture_channel,1,"name = BuildingWhite2Busy; color = stroke; color_variance = 0.02 0.2 0.2; # brick; detail_texture = wall_atlas1.png; detail_texture_atlas_cell = 2 0 8 8 0.0078125 0.0078125; detail_texture_scale = 3 3; detail_cutout_texture = cutout.png; detail_cutout_texture_channel = 1; detail_cutout_texture_scale = 10 10; 1st_floor_1 = apartment1_1st_floor_busy; 1st_floor_2 = apartment1_1st_floor_busy; 1st_floor_3 = apartment1_1st_floor_busy; 1st_floor_4 = apartment1_1st_floor_busy; other_floor_1 = apartment1; other_floor_2 = apartment1; other_floor_3 = apartment1; other_floor_4 = apartment1; roof_color = fill; roof_color_variance = 0 0.1 0.1; roof_texture = wall_atlas1.png; roof_texture_atlas_cell = 1 2 4 4 0.004; roof_texture_scale = 5 5;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,detail_cutout_texture_scale,10 10,"name = BuildingWhite2Busy; color = stroke; color_variance = 0.02 0.2 0.2; # brick; detail_texture = wall_atlas1.png; detail_texture_atlas_cell = 2 0 8 8 0.0078125 0.0078125; detail_texture_scale = 3 3; detail_cutout_texture = cutout.png; detail_cutout_texture_channel = 1; detail_cutout_texture_scale = 10 10; 1st_floor_1 = apartment1_1st_floor_busy; 1st_floor_2 = apartment1_1st_floor_busy; 1st_floor_3 = apartment1_1st_floor_busy; 1st_floor_4 = apartment1_1st_floor_busy; other_floor_1 = apartment1; other_floor_2 = apartment1; other_floor_3 = apartment1; other_floor_4 = apartment1; roof_color = fill; roof_color_variance = 0 0.1 0.1; roof_texture = wall_atlas1.png; roof_texture_atlas_cell = 1 2 4 4 0.004; roof_texture_scale = 5 5;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,st_floor_1,apartment1_1st_floor_busy,"name = BuildingWhite2Busy; color = stroke; color_variance = 0.02 0.2 0.2; # brick; detail_texture = wall_atlas1.png; detail_texture_atlas_cell = 2 0 8 8 0.0078125 0.0078125; detail_texture_scale = 3 3; detail_cutout_texture = cutout.png; detail_cutout_texture_channel = 1; detail_cutout_texture_scale = 10 10; 1st_floor_1 = apartment1_1st_floor_busy; 1st_floor_2 = apartment1_1st_floor_busy; 1st_floor_3 = apartment1_1st_floor_busy; 1st_floor_4 = apartment1_1st_floor_busy; other_floor_1 = apartment1; other_floor_2 = apartment1; other_floor_3 = apartment1; other_floor_4 = apartment1; roof_color = fill; roof_color_variance = 0 0.1 0.1; roof_texture = wall_atlas1.png; roof_texture_atlas_cell = 1 2 4 4 0.004; roof_texture_scale = 5 5;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,st_floor_2,apartment1_1st_floor_busy,"name = BuildingWhite2Busy; color = stroke; color_variance = 0.02 0.2 0.2; # brick; detail_texture = wall_atlas1.png; detail_texture_atlas_cell = 2 0 8 8 0.0078125 0.0078125; detail_texture_scale = 3 3; detail_cutout_texture = cutout.png; detail_cutout_texture_channel = 1; detail_cutout_texture_scale = 10 10; 1st_floor_1 = apartment1_1st_floor_busy; 1st_floor_2 = apartment1_1st_floor_busy; 1st_floor_3 = apartment1_1st_floor_busy; 1st_floor_4 = apartment1_1st_floor_busy; other_floor_1 = apartment1; other_floor_2 = apartment1; other_floor_3 = apartment1; other_floor_4 = apartment1; roof_color = fill; roof_color_variance = 0 0.1 0.1; roof_texture = wall_atlas1.png; roof_texture_atlas_cell = 1 2 4 4 0.004; roof_texture_scale = 5 5;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,st_floor_3,apartment1_1st_floor_busy,"name = BuildingWhite2Busy; color = stroke; color_variance = 0.02 0.2 0.2; # brick; detail_texture = wall_atlas1.png; detail_texture_atlas_cell = 2 0 8 8 0.0078125 0.0078125; detail_texture_scale = 3 3; detail_cutout_texture = cutout.png; detail_cutout_texture_channel = 1; detail_cutout_texture_scale = 10 10; 1st_floor_1 = apartment1_1st_floor_busy; 1st_floor_2 = apartment1_1st_floor_busy; 1st_floor_3 = apartment1_1st_floor_busy; 1st_floor_4 = apartment1_1st_floor_busy; other_floor_1 = apartment1; other_floor_2 = apartment1; other_floor_3 = apartment1; other_floor_4 = apartment1; roof_color = fill; roof_color_variance = 0 0.1 0.1; roof_texture = wall_atlas1.png; roof_texture_atlas_cell = 1 2 4 4 0.004; roof_texture_scale = 5 5;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,st_floor_4,apartment1_1st_floor_busy,"name = BuildingWhite2Busy; color = stroke; color_variance = 0.02 0.2 0.2; # brick; detail_texture = wall_atlas1.png; detail_texture_atlas_cell = 2 0 8 8 0.0078125 0.0078125; detail_texture_scale = 3 3; detail_cutout_texture = cutout.png; detail_cutout_texture_channel = 1; detail_cutout_texture_scale = 10 10; 1st_floor_1 = apartment1_1st_floor_busy; 1st_floor_2 = apartment1_1st_floor_busy; 1st_floor_3 = apartment1_1st_floor_busy; 1st_floor_4 = apartment1_1st_floor_busy; other_floor_1 = apartment1; other_floor_2 = apartment1; other_floor_3 = apartment1; other_floor_4 = apartment1; roof_color = fill; roof_color_variance = 0 0.1 0.1; roof_texture = wall_atlas1.png; roof_texture_atlas_cell = 1 2 4 4 0.004; roof_texture_scale = 5 5;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,other_floor_1,apartment1,"name = BuildingWhite2Busy; color = stroke; color_variance = 0.02 0.2 0.2; # brick; detail_texture = wall_atlas1.png; detail_texture_atlas_cell = 2 0 8 8 0.0078125 0.0078125; detail_texture_scale = 3 3; detail_cutout_texture = cutout.png; detail_cutout_texture_channel = 1; detail_cutout_texture_scale = 10 10; 1st_floor_1 = apartment1_1st_floor_busy; 1st_floor_2 = apartment1_1st_floor_busy; 1st_floor_3 = apartment1_1st_floor_busy; 1st_floor_4 = apartment1_1st_floor_busy; other_floor_1 = apartment1; other_floor_2 = apartment1; other_floor_3 = apartment1; other_floor_4 = apartment1; roof_color = fill; roof_color_variance = 0 0.1 0.1; roof_texture = wall_atlas1.png; roof_texture_atlas_cell = 1 2 4 4 0.004; roof_texture_scale = 5 5;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,other_floor_2,apartment1,"name = BuildingWhite2Busy; color = stroke; color_variance = 0.02 0.2 0.2; # brick; detail_texture = wall_atlas1.png; detail_texture_atlas_cell = 2 0 8 8 0.0078125 0.0078125; detail_texture_scale = 3 3; detail_cutout_texture = cutout.png; detail_cutout_texture_channel = 1; detail_cutout_texture_scale = 10 10; 1st_floor_1 = apartment1_1st_floor_busy; 1st_floor_2 = apartment1_1st_floor_busy; 1st_floor_3 = apartment1_1st_floor_busy; 1st_floor_4 = apartment1_1st_floor_busy; other_floor_1 = apartment1; other_floor_2 = apartment1; other_floor_3 = apartment1; other_floor_4 = apartment1; roof_color = fill; roof_color_variance = 0 0.1 0.1; roof_texture = wall_atlas1.png; roof_texture_atlas_cell = 1 2 4 4 0.004; roof_texture_scale = 5 5;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,other_floor_3,apartment1,"name = BuildingWhite2Busy; color = stroke; color_variance = 0.02 0.2 0.2; # brick; detail_texture = wall_atlas1.png; detail_texture_atlas_cell = 2 0 8 8 0.0078125 0.0078125; detail_texture_scale = 3 3; detail_cutout_texture = cutout.png; detail_cutout_texture_channel = 1; detail_cutout_texture_scale = 10 10; 1st_floor_1 = apartment1_1st_floor_busy; 1st_floor_2 = apartment1_1st_floor_busy; 1st_floor_3 = apartment1_1st_floor_busy; 1st_floor_4 = apartment1_1st_floor_busy; other_floor_1 = apartment1; other_floor_2 = apartment1; other_floor_3 = apartment1; other_floor_4 = apartment1; roof_color = fill; roof_color_variance = 0 0.1 0.1; roof_texture = wall_atlas1.png; roof_texture_atlas_cell = 1 2 4 4 0.004; roof_texture_scale = 5 5;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,other_floor_4,apartment1,"name = BuildingWhite2Busy; color = stroke; color_variance = 0.02 0.2 0.2; # brick; detail_texture = wall_atlas1.png; detail_texture_atlas_cell = 2 0 8 8 0.0078125 0.0078125; detail_texture_scale = 3 3; detail_cutout_texture = cutout.png; detail_cutout_texture_channel = 1; detail_cutout_texture_scale = 10 10; 1st_floor_1 = apartment1_1st_floor_busy; 1st_floor_2 = apartment1_1st_floor_busy; 1st_floor_3 = apartment1_1st_floor_busy; 1st_floor_4 = apartment1_1st_floor_busy; other_floor_1 = apartment1; other_floor_2 = apartment1; other_floor_3 = apartment1; other_floor_4 = apartment1; roof_color = fill; roof_color_variance = 0 0.1 0.1; roof_texture = wall_atlas1.png; roof_texture_atlas_cell = 1 2 4 4 0.004; roof_texture_scale = 5 5;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,roof_color,fill,"name = BuildingWhite2Busy; color = stroke; color_variance = 0.02 0.2 0.2; # brick; detail_texture = wall_atlas1.png; detail_texture_atlas_cell = 2 0 8 8 0.0078125 0.0078125; detail_texture_scale = 3 3; detail_cutout_texture = cutout.png; detail_cutout_texture_channel = 1; detail_cutout_texture_scale = 10 10; 1st_floor_1 = apartment1_1st_floor_busy; 1st_floor_2 = apartment1_1st_floor_busy; 1st_floor_3 = apartment1_1st_floor_busy; 1st_floor_4 = apartment1_1st_floor_busy; other_floor_1 = apartment1; other_floor_2 = apartment1; other_floor_3 = apartment1; other_floor_4 = apartment1; roof_color = fill; roof_color_variance = 0 0.1 0.1; roof_texture = wall_atlas1.png; roof_texture_atlas_cell = 1 2 4 4 0.004; roof_texture_scale = 5 5;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,roof_color_variance,0 0.1 0.1,"name = BuildingWhite2Busy; color = stroke; color_variance = 0.02 0.2 0.2; # brick; detail_texture = wall_atlas1.png; detail_texture_atlas_cell = 2 0 8 8 0.0078125 0.0078125; detail_texture_scale = 3 3; detail_cutout_texture = cutout.png; detail_cutout_texture_channel = 1; detail_cutout_texture_scale = 10 10; 1st_floor_1 = apartment1_1st_floor_busy; 1st_floor_2 = apartment1_1st_floor_busy; 1st_floor_3 = apartment1_1st_floor_busy; 1st_floor_4 = apartment1_1st_floor_busy; other_floor_1 = apartment1; other_floor_2 = apartment1; other_floor_3 = apartment1; other_floor_4 = apartment1; roof_color = fill; roof_color_variance = 0 0.1 0.1; roof_texture = wall_atlas1.png; roof_texture_atlas_cell = 1 2 4 4 0.004; roof_texture_scale = 5 5;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,roof_texture,wall_atlas1.png,"name = BuildingWhite2Busy; color = stroke; color_variance = 0.02 0.2 0.2; # brick; detail_texture = wall_atlas1.png; detail_texture_atlas_cell = 2 0 8 8 0.0078125 0.0078125; detail_texture_scale = 3 3; detail_cutout_texture = cutout.png; detail_cutout_texture_channel = 1; detail_cutout_texture_scale = 10 10; 1st_floor_1 = apartment1_1st_floor_busy; 1st_floor_2 = apartment1_1st_floor_busy; 1st_floor_3 = apartment1_1st_floor_busy; 1st_floor_4 = apartment1_1st_floor_busy; other_floor_1 = apartment1; other_floor_2 = apartment1; other_floor_3 = apartment1; other_floor_4 = apartment1; roof_color = fill; roof_color_variance = 0 0.1 0.1; roof_texture = wall_atlas1.png; roof_texture_atlas_cell = 1 2 4 4 0.004; roof_texture_scale = 5 5;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,roof_texture_atlas_cell,1 2 4 4 0.004,"name = BuildingWhite2Busy; color = stroke; color_variance = 0.02 0.2 0.2; # brick; detail_texture = wall_atlas1.png; detail_texture_atlas_cell = 2 0 8 8 0.0078125 0.0078125; detail_texture_scale = 3 3; detail_cutout_texture = cutout.png; detail_cutout_texture_channel = 1; detail_cutout_texture_scale = 10 10; 1st_floor_1 = apartment1_1st_floor_busy; 1st_floor_2 = apartment1_1st_floor_busy; 1st_floor_3 = apartment1_1st_floor_busy; 1st_floor_4 = apartment1_1st_floor_busy; other_floor_1 = apartment1; other_floor_2 = apartment1; other_floor_3 = apartment1; other_floor_4 = apartment1; roof_color = fill; roof_color_variance = 0 0.1 0.1; roof_texture = wall_atlas1.png; roof_texture_atlas_cell = 1 2 4 4 0.004; roof_texture_scale = 5 5;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,roof_texture_scale,5 5,"name = BuildingWhite2Busy; color = stroke; color_variance = 0.02 0.2 0.2; # brick; detail_texture = wall_atlas1.png; detail_texture_atlas_cell = 2 0 8 8 0.0078125 0.0078125; detail_texture_scale = 3 3; detail_cutout_texture = cutout.png; detail_cutout_texture_channel = 1; detail_cutout_texture_scale = 10 10; 1st_floor_1 = apartment1_1st_floor_busy; 1st_floor_2 = apartment1_1st_floor_busy; 1st_floor_3 = apartment1_1st_floor_busy; 1st_floor_4 = apartment1_1st_floor_busy; other_floor_1 = apartment1; other_floor_2 = apartment1; other_floor_3 = apartment1; other_floor_4 = apartment1; roof_color = fill; roof_color_variance = 0 0.1 0.1; roof_texture = wall_atlas1.png; roof_texture_atlas_cell = 1 2 4 4 0.004; roof_texture_scale = 5 5;",,
objects.svg.2025_11_06_23_23_07.0.svg,rect,name,apartment1_1st_floor_busy,"name = apartment1_1st_floor_busy; sequence = apartment1_1st_floor_door_wide1_l; apartment1_1st_floor_door_wide1_r; sequence = apartment1_1st_floor_door_wide1_l; apartment1_1st_floor_door_wide1_r; sequence = apartment1_1st_floor_door_wide1_l; apartment1_1st_floor_door_wide1_r; sequence = apartment1_1st_floor_door_wide1_l; apartment1_1st_floor_door_wide1_r; sequence = apartment1_1st_floor_empty;",,
